,Provider,State,Weight,Technology,Download Bandwidth Mbps ,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Regression Data
2036,Time Warner Cable Inc.,Ohio,5620.0,Cable,50.0,5.0,Unlimited,107.99,0.0,0.0,107.99,0.0,No
2037,Time Warner Cable Inc.,Ohio,5801.0,Cable,50.0,5.0,Unlimited,107.99,0.0,0.0,107.99,0.0,No
2038,"TRANSWORLD NETWORK, CORP",Arizona,744.666666667,Fixed wireless,2.0,1.0,Unlimited,31.95,0.0,0.0,31.95,0.0,Yes
2039,"TRANSWORLD NETWORK, CORP",Arizona,751.333333333,Fixed wireless,2.0,1.0,Unlimited,31.95,0.0,0.0,31.95,0.0,Yes
2040,"TRANSWORLD NETWORK, CORP",Arizona,744.666666667,Fixed wireless,4.0,1.0,Unlimited,47.95,0.0,0.0,47.95,0.0,Yes
2041,"TRANSWORLD NETWORK, CORP",Arizona,751.333333333,Fixed wireless,4.0,1.0,Unlimited,47.95,0.0,0.0,47.95,0.0,Yes
2042,"TRANSWORLD NETWORK, CORP",Arizona,372.333333333,Fixed wireless,6.0,1.0,Unlimited,63.95,0.0,0.0,63.95,0.0,Yes
2043,"TRANSWORLD NETWORK, CORP",Arizona,375.666666667,Fixed wireless,6.0,1.0,Unlimited,63.95,0.0,0.0,63.95,0.0,Yes
2044,"TRANSWORLD NETWORK, CORP",Arizona,372.333333333,Fixed wireless,6.0,1.5,Unlimited,74.95,0.0,0.0,74.95,0.0,Yes
2045,"TRANSWORLD NETWORK, CORP",Arizona,375.666666667,Fixed wireless,6.0,1.5,Unlimited,74.95,0.0,0.0,74.95,0.0,Yes
2046,"TRANSWORLD NETWORK, CORP",Arizona,744.666666667,Fixed wireless,8.0,3.0,Unlimited,80.95,0.0,0.0,80.95,0.0,Yes
2047,"TRANSWORLD NETWORK, CORP",Arizona,751.333333333,Fixed wireless,8.0,3.0,Unlimited,80.95,0.0,0.0,80.95,0.0,Yes
2048,"TRANSWORLD NETWORK, CORP",Arizona,744.666666667,Fixed wireless,10.0,3.0,Unlimited,87.95,0.0,0.0,87.95,0.0,Yes
2049,"TRANSWORLD NETWORK, CORP",Arizona,751.333333333,Fixed wireless,10.0,3.0,Unlimited,87.95,0.0,0.0,87.95,0.0,Yes
2050,"Ultra Communications Group, LLC",Louisiana,860.0,Cable,7.0,1.0,Unlimited,47.35,0.0,0.0,47.35,0.0,Yes
2051,"Ultra Communications Group, LLC",Louisiana,860.0,Cable,15.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
2052,Verizon California Inc.,California,6226.52,DSL,0.5,0.375,Unlimited,35.99,0.0,0.0,35.99,0.0,No
2053,Verizon California Inc.,California,6486.52,DSL,0.5,0.375,Unlimited,35.99,0.0,0.0,35.99,0.0,No
2054,Verizon California Inc.,California,6226.52,DSL,1.1,0.375,Unlimited,53.99,0.0,0.0,53.99,0.0,No
2055,Verizon California Inc.,California,6486.52,DSL,1.1,0.375,Unlimited,53.99,0.0,0.0,53.99,0.0,No
2056,Verizon California Inc.,California,6226.52,DSL,3.1,0.75,Unlimited,53.99,0.0,0.0,53.99,0.0,Yes
2057,Verizon California Inc.,California,6486.52,DSL,3.1,0.75,Unlimited,53.99,0.0,0.0,53.99,0.0,Yes
2058,Verizon California Inc.,California,6226.52,DSL,7.1,1.0,Unlimited,53.99,0.0,0.0,53.99,0.0,Yes
2059,Verizon California Inc.,California,6486.52,DSL,7.1,1.0,Unlimited,53.99,0.0,0.0,53.99,0.0,Yes
2060,Verizon California Inc.,California,6226.52,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2061,Verizon California Inc.,California,6486.52,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2062,Verizon California Inc.,California,6226.52,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2063,Verizon California Inc.,California,6486.52,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2064,Verizon California Inc.,California,6226.52,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2065,Verizon California Inc.,California,6486.52,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2066,Verizon California Inc.,California,6226.52,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2067,Verizon California Inc.,California,6486.52,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2068,Verizon California Inc.,California,6226.52,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2069,Verizon California Inc.,California,6486.52,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2070,Verizon California Inc.,California,6226.52,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2071,Verizon California Inc.,California,6486.52,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2072,Verizon California Inc.,California,6226.52,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2073,Verizon California Inc.,California,6486.52,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2074,Verizon Florida LLC,Florida,8669.52,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2075,Verizon Florida LLC,Florida,8669.52,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2076,Verizon Florida LLC,Florida,8669.52,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2077,Verizon Florida LLC,Florida,8669.52,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2078,Verizon Florida LLC,Florida,8669.52,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2079,Verizon Florida LLC,Florida,8669.52,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2080,Verizon Florida LLC,Florida,8669.52,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2081,Verizon New England Inc.,Massachusetts,3233.645,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2082,Verizon New England Inc.,Massachusetts,4458.645,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2083,Verizon New England Inc.,Massachusetts,4510.645,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2084,Verizon New England Inc.,Massachusetts,3233.645,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2085,Verizon New England Inc.,Massachusetts,4458.645,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2086,Verizon New England Inc.,Massachusetts,4510.645,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2087,Verizon New England Inc.,Massachusetts,3233.645,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2088,Verizon New England Inc.,Massachusetts,4458.645,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2089,Verizon New England Inc.,Massachusetts,4510.645,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2090,Verizon New England Inc.,Massachusetts,3233.645,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2091,Verizon New England Inc.,Massachusetts,4458.645,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2092,Verizon New England Inc.,Massachusetts,4510.645,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2093,Verizon New England Inc.,Massachusetts,3233.645,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2094,Verizon New England Inc.,Massachusetts,4458.645,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2095,Verizon New England Inc.,Massachusetts,4510.645,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2096,Verizon New England Inc.,Massachusetts,3233.645,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2097,Verizon New England Inc.,Massachusetts,4458.645,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2098,Verizon New England Inc.,Massachusetts,4510.645,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2099,Verizon New England Inc.,Massachusetts,3233.645,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2100,Verizon New England Inc.,Massachusetts,4458.645,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2101,Verizon New England Inc.,Massachusetts,4510.645,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2102,Verizon New England Inc.,Rhode Island,3973.645,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2103,Verizon New England Inc.,Rhode Island,3973.645,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2104,Verizon New England Inc.,Rhode Island,3973.645,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2105,Verizon New England Inc.,Rhode Island,3973.645,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2106,Verizon New England Inc.,Rhode Island,3973.645,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2107,Verizon New England Inc.,Rhode Island,3973.645,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2108,Verizon New England Inc.,Rhode Island,3973.645,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2109,Verizon New Jersey Inc.,New Jersey,4213.02,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2110,Verizon New Jersey Inc.,New Jersey,4386.52,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2111,Verizon New Jersey Inc.,New Jersey,4598.52,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2112,Verizon New Jersey Inc.,New Jersey,6007.52,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2113,Verizon New Jersey Inc.,New Jersey,4213.02,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2114,Verizon New Jersey Inc.,New Jersey,4386.52,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2115,Verizon New Jersey Inc.,New Jersey,4598.52,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2116,Verizon New Jersey Inc.,New Jersey,6007.52,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2117,Verizon New Jersey Inc.,New Jersey,4213.02,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2118,Verizon New Jersey Inc.,New Jersey,4386.52,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2119,Verizon New Jersey Inc.,New Jersey,4598.52,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2120,Verizon New Jersey Inc.,New Jersey,6007.52,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2121,Verizon New Jersey Inc.,New Jersey,4213.02,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2122,Verizon New Jersey Inc.,New Jersey,4386.52,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2123,Verizon New Jersey Inc.,New Jersey,4598.52,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2124,Verizon New Jersey Inc.,New Jersey,6007.52,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2125,Verizon New Jersey Inc.,New Jersey,4213.02,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2126,Verizon New Jersey Inc.,New Jersey,4386.52,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2127,Verizon New Jersey Inc.,New Jersey,4598.52,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2128,Verizon New Jersey Inc.,New Jersey,6007.52,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2129,Verizon New Jersey Inc.,New Jersey,4213.02,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2130,Verizon New Jersey Inc.,New Jersey,4386.52,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2131,Verizon New Jersey Inc.,New Jersey,4598.52,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2132,Verizon New Jersey Inc.,New Jersey,6007.52,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2133,Verizon New Jersey Inc.,New Jersey,4213.02,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2134,Verizon New Jersey Inc.,New Jersey,4386.52,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2135,Verizon New Jersey Inc.,New Jersey,4598.52,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2136,Verizon New Jersey Inc.,New Jersey,6007.52,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2137,Verizon New York Inc.,New York,7639.02,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2138,Verizon New York Inc.,New York,7803.02,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2139,Verizon New York Inc.,New York,8448.02,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2140,Verizon New York Inc.,New York,8898.02,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2141,Verizon New York Inc.,New York,7639.02,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2142,Verizon New York Inc.,New York,7803.02,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2143,Verizon New York Inc.,New York,8448.02,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2144,Verizon New York Inc.,New York,8898.02,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2145,Verizon New York Inc.,New York,7639.02,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2146,Verizon New York Inc.,New York,7803.02,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2147,Verizon New York Inc.,New York,8448.02,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2148,Verizon New York Inc.,New York,8898.02,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2149,Verizon New York Inc.,New York,7639.02,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2150,Verizon New York Inc.,New York,7803.02,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2151,Verizon New York Inc.,New York,8448.02,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2152,Verizon New York Inc.,New York,8898.02,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2153,Verizon New York Inc.,New York,7639.02,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2154,Verizon New York Inc.,New York,7803.02,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2155,Verizon New York Inc.,New York,8448.02,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2156,Verizon New York Inc.,New York,8898.02,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2157,Verizon New York Inc.,New York,7639.02,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2158,Verizon New York Inc.,New York,7803.02,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2159,Verizon New York Inc.,New York,8448.02,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2160,Verizon New York Inc.,New York,8898.02,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2161,Verizon New York Inc.,New York,7639.02,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2162,Verizon New York Inc.,New York,7803.02,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2163,Verizon New York Inc.,New York,8448.02,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2164,Verizon New York Inc.,New York,8898.02,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2165,Verizon Pennsylvania Inc.,Pennsylvania,4201.18666667,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2166,Verizon Pennsylvania Inc.,Pennsylvania,4461.18666667,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2167,Verizon Pennsylvania Inc.,Pennsylvania,5247.18666667,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2168,Verizon Pennsylvania Inc.,Pennsylvania,6701.18666667,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2169,Verizon Pennsylvania Inc.,Pennsylvania,4201.18666667,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2170,Verizon Pennsylvania Inc.,Pennsylvania,4461.18666667,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2171,Verizon Pennsylvania Inc.,Pennsylvania,5247.18666667,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2172,Verizon Pennsylvania Inc.,Pennsylvania,6701.18666667,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2173,Verizon Pennsylvania Inc.,Pennsylvania,4201.18666667,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2174,Verizon Pennsylvania Inc.,Pennsylvania,4461.18666667,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2175,Verizon Pennsylvania Inc.,Pennsylvania,5247.18666667,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2176,Verizon Pennsylvania Inc.,Pennsylvania,6701.18666667,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2177,Verizon Pennsylvania Inc.,Pennsylvania,4201.18666667,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2178,Verizon Pennsylvania Inc.,Pennsylvania,4461.18666667,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2179,Verizon Pennsylvania Inc.,Pennsylvania,5247.18666667,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2180,Verizon Pennsylvania Inc.,Pennsylvania,6701.18666667,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2181,Verizon Pennsylvania Inc.,Pennsylvania,4201.18666667,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2182,Verizon Pennsylvania Inc.,Pennsylvania,4461.18666667,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2183,Verizon Pennsylvania Inc.,Pennsylvania,5247.18666667,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2184,Verizon Pennsylvania Inc.,Pennsylvania,6701.18666667,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2185,Verizon Pennsylvania Inc.,Pennsylvania,4201.18666667,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2186,Verizon Pennsylvania Inc.,Pennsylvania,4461.18666667,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2187,Verizon Pennsylvania Inc.,Pennsylvania,5247.18666667,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2188,Verizon Pennsylvania Inc.,Pennsylvania,6701.18666667,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2189,Verizon Pennsylvania Inc.,Pennsylvania,4201.18666667,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2190,Verizon Pennsylvania Inc.,Pennsylvania,4461.18666667,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2191,Verizon Pennsylvania Inc.,Pennsylvania,5247.18666667,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2192,Verizon Pennsylvania Inc.,Pennsylvania,6701.18666667,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2193,Verizon Virginia Inc.,Virginia,7366.52,FTTH,3.0,1.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
2194,Verizon Virginia Inc.,Virginia,7366.52,FTTH,25.0,25.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
2195,Verizon Virginia Inc.,Virginia,7366.52,FTTH,50.0,50.0,Unlimited,84.99,0.0,0.0,84.99,0.0,No
2196,Verizon Virginia Inc.,Virginia,7366.52,FTTH,75.0,75.0,Unlimited,94.99,0.0,0.0,94.99,0.0,No
2197,Verizon Virginia Inc.,Virginia,7366.52,FTTH,150.0,150.0,Unlimited,144.99,0.0,0.0,144.99,0.0,No
2198,Verizon Virginia Inc.,Virginia,7366.52,FTTH,300.0,300.0,Unlimited,214.99,0.0,0.0,214.99,0.0,No
2199,Verizon Virginia Inc.,Virginia,7366.52,FTTH,500.0,500.0,Unlimited,304.99,0.0,0.0,304.99,0.0,No
2200,"VTX Communications, LLC",Texas,388.0,Fixed wireless,0.5,0.25,Unlimited,44.95,0.0,0.0,44.95,0.0,No
2201,"VTX Communications, LLC",Texas,388.0,Fixed wireless,0.75,0.375,Unlimited,54.95,0.0,0.0,54.95,0.0,No
2202,"VTX Communications, LLC",Texas,388.0,Fixed wireless,1.0,0.5,Unlimited,79.95,0.0,0.0,79.95,0.0,No
2203,"VTX Communications, LLC",Texas,388.0,Fixed wireless,2.0,1.0,Unlimited,109.95,0.0,0.0,109.95,0.0,Yes
2204,"VTX Communications, LLC",Texas,388.0,Fixed wireless,3.0,1.0,Unlimited,180.95,0.0,0.0,180.95,0.0,No
2205,"VTX Communications, LLC",Texas,388.0,Fixed wireless,4.0,1.0,Unlimited,255.95,0.0,0.0,255.95,0.0,No
2206,"VTX Telecom, LLC.",Texas,690.0,Fixed wireless,2.0,1.0,Unlimited,30.0,0.0,0.0,30.0,0.0,Yes
2207,"VTX Telecom, LLC.",Texas,690.0,Fixed wireless,6.0,2.0,Unlimited,60.0,0.0,0.0,60.0,0.0,Yes
2208,"VTX Telecom, LLC.",Texas,345.0,Fixed wireless,10.0,2.0,Unlimited,90.0,0.0,0.0,90.0,0.0,Yes
2209,"VTX Telecom, LLC.",Texas,345.0,FTTH,10.0,1.0,Unlimited,30.0,0.0,0.0,30.0,0.0,Yes
2210,"VTX Telecom, LLC.",Texas,690.0,FTTH,50.0,10.0,Unlimited,45.0,0.0,0.0,45.0,0.0,No
2211,"WaveDivision Holdings, LLC",Oregon,1085.0,Cable,5.0,1.0,100,39.95,0.0,0.0,39.95,0.0,Yes
2212,"WaveDivision Holdings, LLC",Oregon,1085.0,Cable,55.0,5.0,300,59.95,0.0,0.0,59.95,0.0,No
2213,"WaveDivision Holdings, LLC",Oregon,1085.0,Cable,100.0,5.0,300,69.95,0.0,0.0,69.95,0.0,No
2214,"WaveDivision Holdings, LLC",Oregon,1085.0,Cable,110.0,10.0,1000,89.95,0.0,0.0,89.95,0.0,No
2215,"WEHCO Video, Inc.",Arkansas,2305.0,Cable,16.0,2.0,150,54.95,0.0,0.0,54.95,0.0,Yes
2216,"WEHCO Video, Inc.",Arkansas,2305.0,Cable,25.0,2.5,250,88.95,0.0,0.0,88.95,0.0,Yes
2217,"WEHCO Video, Inc.",Arkansas,2305.0,Cable,50.0,3.0,350,139.95,0.0,0.0,139.95,0.0,No
2218,Windstream Corporation,Georgia,761.0,DSL,1.0,0.375,Unlimited,30.49,0.0,2.79,33.28,0.0,No
2219,Windstream Corporation,Georgia,1630.0,DSL,1.0,0.375,Unlimited,30.49,0.0,2.79,33.28,0.0,No
2220,Windstream Corporation,Georgia,2704.0,DSL,1.0,0.375,Unlimited,30.49,0.0,2.79,33.28,0.0,No
2221,Windstream Corporation,Georgia,380.5,DSL,1.5,0.375,Unlimited,37.99,0.0,2.79,40.78,0.0,No
2222,Windstream Corporation,Georgia,815.0,DSL,1.5,0.375,Unlimited,37.99,0.0,2.79,40.78,0.0,No
2223,Windstream Corporation,Georgia,1352.0,DSL,1.5,0.375,Unlimited,37.99,0.0,2.79,40.78,0.0,No
2224,Windstream Corporation,Georgia,380.5,DSL,3.0,0.75,Unlimited,37.99,0.0,2.79,40.78,0.0,Yes
2225,Windstream Corporation,Georgia,815.0,DSL,3.0,0.75,Unlimited,37.99,0.0,2.79,40.78,0.0,Yes
2226,Windstream Corporation,Georgia,1352.0,DSL,3.0,0.75,Unlimited,37.99,0.0,2.79,40.78,0.0,Yes
2227,Windstream Corporation,Georgia,380.5,DSL,6.0,0.75,Unlimited,39.99,0.0,2.79,42.78,0.0,Yes
2228,Windstream Corporation,Georgia,815.0,DSL,6.0,0.75,Unlimited,39.99,0.0,2.79,42.78,0.0,Yes
2229,Windstream Corporation,Georgia,1352.0,DSL,6.0,0.75,Unlimited,39.99,0.0,2.79,42.78,0.0,Yes
2230,Windstream Corporation,Georgia,380.5,DSL,12.0,0.75,Unlimited,42.99,0.0,2.79,45.78,0.0,Yes
2231,Windstream Corporation,Georgia,543.333333333,DSL,12.0,0.75,Unlimited,42.99,0.0,2.79,45.78,0.0,Yes
2232,Windstream Corporation,Georgia,901.333333333,DSL,12.0,0.75,Unlimited,42.99,0.0,2.79,45.78,0.0,Yes
2233,Windstream Corporation,Georgia,543.333333333,DSL,12.0,2.0,Unlimited,42.99,0.0,2.79,45.78,0.0,Yes
2234,Windstream Corporation,Georgia,901.333333333,DSL,12.0,2.0,Unlimited,42.99,0.0,2.79,45.78,0.0,Yes
2235,Windstream Corporation,Georgia,543.333333333,DSL,24.0,2.0,Unlimited,49.99,0.0,2.79,52.78,0.0,Yes
2236,Windstream Corporation,Georgia,901.333333333,DSL,24.0,2.0,Unlimited,49.99,0.0,2.79,52.78,0.0,Yes
2237,Windstream Corporation,Georgia,543.333333333,DSL,24.0,4.0,Unlimited,49.99,0.0,2.79,52.78,0.0,Yes
2238,Windstream Corporation,Georgia,901.333333333,DSL,24.0,4.0,Unlimited,49.99,0.0,2.79,52.78,0.0,Yes
2239,Windstream Corporation,Georgia,380.5,FTTH,1.5,0.375,Unlimited,37.99,0.0,2.79,40.78,0.0,No
2240,Windstream Corporation,Georgia,815.0,FTTH,1.5,0.375,Unlimited,37.99,0.0,2.79,40.78,0.0,No
