,Provider,State,Weight,Technology,Download Bandwidth Mbps ,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Regression Data
1836,Time Warner Cable Enterprises LLC,New York,1394.73026316,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1837,Time Warner Cable Enterprises LLC,New York,1017.23026316,Cable,15.0,5.0,5,49.99,0.0,0.0,49.99,0.0,Yes
1838,Time Warner Cable Enterprises LLC,New York,1017.23026316,Cable,15.0,5.0,30,52.99,0.0,0.0,52.99,0.0,Yes
1839,Time Warner Cable Enterprises LLC,New York,2034.46052632,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1840,Time Warner Cable Enterprises LLC,New York,2034.46052632,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1841,Time Warner Cable Enterprises LLC,New York,2789.46052632,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1842,Time Warner Cable Enterprises LLC,New York,2789.46052632,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1843,Time Warner Cable Enterprises LLC,New York,4068.92105263,Cable,30.0,5.0,Unlimited,77.99,0.0,0.0,77.99,0.0,Yes
1844,Time Warner Cable Enterprises LLC,New York,5578.92105263,Cable,30.0,5.0,Unlimited,77.99,0.0,0.0,77.99,0.0,Yes
1845,Time Warner Cable Enterprises LLC,New York,882.980263158,Cable,50.0,5.0,5,49.99,0.0,0.0,49.99,0.0,No
1846,Time Warner Cable Enterprises LLC,New York,894.480263158,Cable,50.0,5.0,5,49.99,0.0,0.0,49.99,0.0,No
1847,Time Warner Cable Enterprises LLC,New York,1157.98026316,Cable,50.0,5.0,5,49.99,0.0,0.0,49.99,0.0,No
1848,Time Warner Cable Enterprises LLC,New York,1214.73026316,Cable,50.0,5.0,5,49.99,0.0,0.0,49.99,0.0,No
1849,Time Warner Cable Enterprises LLC,New York,1224.98026316,Cable,50.0,5.0,5,49.99,0.0,0.0,49.99,0.0,No
1850,Time Warner Cable Enterprises LLC,New York,882.980263158,Cable,50.0,5.0,30,52.99,0.0,0.0,52.99,0.0,No
1851,Time Warner Cable Enterprises LLC,New York,894.480263158,Cable,50.0,5.0,30,52.99,0.0,0.0,52.99,0.0,No
1852,Time Warner Cable Enterprises LLC,New York,1157.98026316,Cable,50.0,5.0,30,52.99,0.0,0.0,52.99,0.0,No
1853,Time Warner Cable Enterprises LLC,New York,1214.73026316,Cable,50.0,5.0,30,52.99,0.0,0.0,52.99,0.0,No
1854,Time Warner Cable Enterprises LLC,New York,1224.98026316,Cable,50.0,5.0,30,52.99,0.0,0.0,52.99,0.0,No
1855,Time Warner Cable Enterprises LLC,New York,882.980263158,Cable,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1856,Time Warner Cable Enterprises LLC,New York,882.980263158,Cable,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1857,Time Warner Cable Enterprises LLC,New York,894.480263158,Cable,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1858,Time Warner Cable Enterprises LLC,New York,894.480263158,Cable,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1859,Time Warner Cable Enterprises LLC,New York,1157.98026316,Cable,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1860,Time Warner Cable Enterprises LLC,New York,1157.98026316,Cable,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1861,Time Warner Cable Enterprises LLC,New York,1214.73026316,Cable,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1862,Time Warner Cable Enterprises LLC,New York,1214.73026316,Cable,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1863,Time Warner Cable Enterprises LLC,New York,1224.98026316,Cable,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1864,Time Warner Cable Enterprises LLC,New York,1224.98026316,Cable,50.0,5.0,Unlimited,57.99,0.0,0.0,57.99,0.0,No
1865,Time Warner Cable Enterprises LLC,New York,4068.92105263,Cable,50.0,5.0,Unlimited,107.99,0.0,0.0,107.99,0.0,No
1866,Time Warner Cable Enterprises LLC,New York,5578.92105263,Cable,50.0,5.0,Unlimited,107.99,0.0,0.0,107.99,0.0,No
1867,Time Warner Cable Enterprises LLC,New York,1765.96052632,Cable,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1868,Time Warner Cable Enterprises LLC,New York,1765.96052632,Cable,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1869,Time Warner Cable Enterprises LLC,New York,1788.96052632,Cable,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1870,Time Warner Cable Enterprises LLC,New York,1788.96052632,Cable,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1871,Time Warner Cable Enterprises LLC,New York,2315.96052632,Cable,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1872,Time Warner Cable Enterprises LLC,New York,2315.96052632,Cable,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1873,Time Warner Cable Enterprises LLC,New York,2429.46052632,Cable,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1874,Time Warner Cable Enterprises LLC,New York,2429.46052632,Cable,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1875,Time Warner Cable Enterprises LLC,New York,2449.96052632,Cable,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1876,Time Warner Cable Enterprises LLC,New York,2449.96052632,Cable,100.0,10.0,Unlimited,67.99,0.0,0.0,67.99,0.0,No
1877,Time Warner Cable Enterprises LLC,New York,3531.92105263,Cable,200.0,20.0,Unlimited,77.99,0.0,0.0,77.99,0.0,No
1878,Time Warner Cable Enterprises LLC,New York,3577.92105263,Cable,200.0,20.0,Unlimited,77.99,0.0,0.0,77.99,0.0,No
1879,Time Warner Cable Enterprises LLC,New York,4631.92105263,Cable,200.0,20.0,Unlimited,77.99,0.0,0.0,77.99,0.0,No
1880,Time Warner Cable Enterprises LLC,New York,4858.92105263,Cable,200.0,20.0,Unlimited,77.99,0.0,0.0,77.99,0.0,No
1881,Time Warner Cable Enterprises LLC,New York,4899.92105263,Cable,200.0,20.0,Unlimited,77.99,0.0,0.0,77.99,0.0,No
1882,Time Warner Cable Enterprises LLC,New York,3531.92105263,Cable,300.0,20.0,Unlimited,87.99,0.0,0.0,87.99,0.0,No
1883,Time Warner Cable Enterprises LLC,New York,3577.92105263,Cable,300.0,20.0,Unlimited,87.99,0.0,0.0,87.99,0.0,No
1884,Time Warner Cable Enterprises LLC,New York,4631.92105263,Cable,300.0,20.0,Unlimited,87.99,0.0,0.0,87.99,0.0,No
1885,Time Warner Cable Enterprises LLC,New York,4858.92105263,Cable,300.0,20.0,Unlimited,87.99,0.0,0.0,87.99,0.0,No
1886,Time Warner Cable Enterprises LLC,New York,4899.92105263,Cable,300.0,20.0,Unlimited,87.99,0.0,0.0,87.99,0.0,No
1887,Time Warner Cable Enterprises LLC,North Carolina,5439.92105263,Cable,1.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,No
1888,Time Warner Cable Enterprises LLC,North Carolina,1813.30701754,Cable,2.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1889,Time Warner Cable Enterprises LLC,North Carolina,1813.30701754,Cable,2.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1890,Time Warner Cable Enterprises LLC,North Carolina,1813.30701754,Cable,2.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1891,Time Warner Cable Enterprises LLC,North Carolina,1813.30701754,Cable,3.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1892,Time Warner Cable Enterprises LLC,North Carolina,1813.30701754,Cable,3.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1893,Time Warner Cable Enterprises LLC,North Carolina,1813.30701754,Cable,3.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1894,Time Warner Cable Enterprises LLC,North Carolina,1359.98026316,Cable,15.0,1.0,5,49.99,0.0,0.0,49.99,0.0,Yes
1895,Time Warner Cable Enterprises LLC,North Carolina,1359.98026316,Cable,15.0,1.0,30,52.99,0.0,0.0,52.99,0.0,Yes
1896,Time Warner Cable Enterprises LLC,North Carolina,1359.98026316,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1897,Time Warner Cable Enterprises LLC,North Carolina,1359.98026316,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1898,Time Warner Cable Enterprises LLC,North Carolina,2719.96052632,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1899,Time Warner Cable Enterprises LLC,North Carolina,2719.96052632,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1900,Time Warner Cable Enterprises LLC,North Carolina,5439.92105263,Cable,30.0,5.0,Unlimited,77.99,0.0,0.0,77.99,0.0,Yes
1901,Time Warner Cable Enterprises LLC,North Carolina,5439.92105263,Cable,50.0,5.0,Unlimited,107.99,0.0,0.0,107.99,0.0,No
1902,Time Warner Cable Enterprises LLC,Texas,3875.92105263,Cable,1.0,1.0,Unlimited,37.99,0.0,0.27,38.26,0.0,No
1903,Time Warner Cable Enterprises LLC,Texas,4959.92105263,Cable,1.0,1.0,Unlimited,37.99,0.0,0.27,38.26,0.0,No
1904,Time Warner Cable Enterprises LLC,Texas,1291.97368421,Cable,2.0,1.0,5,6.99,0.0,0.05,7.04,0.0,Yes
1905,Time Warner Cable Enterprises LLC,Texas,1653.30701754,Cable,2.0,1.0,5,6.99,0.0,0.05,7.04,0.0,Yes
1906,Time Warner Cable Enterprises LLC,Texas,1291.97368421,Cable,2.0,1.0,30,9.99,0.0,0.07,10.06,0.0,Yes
1907,Time Warner Cable Enterprises LLC,Texas,1653.30701754,Cable,2.0,1.0,30,9.99,0.0,0.07,10.06,0.0,Yes
1908,Time Warner Cable Enterprises LLC,Texas,1291.97368421,Cable,2.0,1.0,Unlimited,14.99,0.0,0.1,15.09,0.0,Yes
1909,Time Warner Cable Enterprises LLC,Texas,1653.30701754,Cable,2.0,1.0,Unlimited,14.99,0.0,0.1,15.09,0.0,Yes
1910,Time Warner Cable Enterprises LLC,Texas,1291.97368421,Cable,3.0,1.0,5,39.99,0.0,0.28,40.27,0.0,Yes
1911,Time Warner Cable Enterprises LLC,Texas,1653.30701754,Cable,3.0,1.0,5,39.99,0.0,0.28,40.27,0.0,Yes
1912,Time Warner Cable Enterprises LLC,Texas,1291.97368421,Cable,3.0,1.0,30,42.99,0.0,0.3,43.29,0.0,Yes
1913,Time Warner Cable Enterprises LLC,Texas,1653.30701754,Cable,3.0,1.0,30,42.99,0.0,0.3,43.29,0.0,Yes
1914,Time Warner Cable Enterprises LLC,Texas,1291.97368421,Cable,3.0,1.0,Unlimited,47.99,0.0,0.34,48.33,0.0,Yes
1915,Time Warner Cable Enterprises LLC,Texas,1653.30701754,Cable,3.0,1.0,Unlimited,47.99,0.0,0.34,48.33,0.0,Yes
1916,Time Warner Cable Enterprises LLC,Texas,968.980263158,Cable,15.0,1.0,5,49.99,0.0,0.35,50.34,0.0,Yes
1917,Time Warner Cable Enterprises LLC,Texas,1239.98026316,Cable,15.0,1.0,5,49.99,0.0,0.35,50.34,0.0,Yes
1918,Time Warner Cable Enterprises LLC,Texas,968.980263158,Cable,15.0,1.0,30,52.99,0.0,0.37,53.36,0.0,Yes
1919,Time Warner Cable Enterprises LLC,Texas,1239.98026316,Cable,15.0,1.0,30,52.99,0.0,0.37,53.36,0.0,Yes
1920,Time Warner Cable Enterprises LLC,Texas,968.980263158,Cable,15.0,1.0,Unlimited,57.99,0.0,0.41,58.4,0.0,Yes
1921,Time Warner Cable Enterprises LLC,Texas,968.980263158,Cable,15.0,1.0,Unlimited,57.99,0.0,0.41,58.4,0.0,Yes
1922,Time Warner Cable Enterprises LLC,Texas,1239.98026316,Cable,15.0,1.0,Unlimited,57.99,0.0,0.41,58.4,0.0,Yes
1923,Time Warner Cable Enterprises LLC,Texas,1239.98026316,Cable,15.0,1.0,Unlimited,57.99,0.0,0.41,58.4,0.0,Yes
1924,Time Warner Cable Enterprises LLC,Texas,1937.96052632,Cable,20.0,2.0,Unlimited,67.99,0.0,0.48,68.47,0.0,Yes
1925,Time Warner Cable Enterprises LLC,Texas,1937.96052632,Cable,20.0,2.0,Unlimited,67.99,0.0,0.48,68.47,0.0,Yes
1926,Time Warner Cable Enterprises LLC,Texas,2479.96052632,Cable,20.0,2.0,Unlimited,67.99,0.0,0.48,68.47,0.0,Yes
1927,Time Warner Cable Enterprises LLC,Texas,2479.96052632,Cable,20.0,2.0,Unlimited,67.99,0.0,0.48,68.47,0.0,Yes
1928,Time Warner Cable Enterprises LLC,Texas,3875.92105263,Cable,30.0,5.0,Unlimited,77.99,0.0,0.55,78.54,0.0,Yes
1929,Time Warner Cable Enterprises LLC,Texas,4959.92105263,Cable,30.0,5.0,Unlimited,77.99,0.0,0.55,78.54,0.0,Yes
1930,Time Warner Cable Enterprises LLC,Texas,3875.92105263,Cable,50.0,5.0,Unlimited,107.99,0.0,0.76,108.75,0.0,No
1931,Time Warner Cable Enterprises LLC,Texas,4959.92105263,Cable,50.0,5.0,Unlimited,107.99,0.0,0.76,108.75,0.0,No
1932,Time Warner Cable Enterprises LLC,Texas,3875.92105263,Cable,75.0,5.0,Unlimited,107.99,0.0,0.76,108.75,0.0,No
1933,Time Warner Cable Enterprises LLC,Wisconsin,4769.92105263,Cable,1.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,No
1934,Time Warner Cable Enterprises LLC,Wisconsin,1589.97368421,Cable,2.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1935,Time Warner Cable Enterprises LLC,Wisconsin,1589.97368421,Cable,2.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1936,Time Warner Cable Enterprises LLC,Wisconsin,1589.97368421,Cable,2.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1937,Time Warner Cable Enterprises LLC,Wisconsin,1589.97368421,Cable,3.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1938,Time Warner Cable Enterprises LLC,Wisconsin,1589.97368421,Cable,3.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1939,Time Warner Cable Enterprises LLC,Wisconsin,1589.97368421,Cable,3.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1940,Time Warner Cable Enterprises LLC,Wisconsin,1192.48026316,Cable,15.0,1.0,5,49.99,0.0,0.0,49.99,0.0,Yes
1941,Time Warner Cable Enterprises LLC,Wisconsin,1192.48026316,Cable,15.0,1.0,30,52.99,0.0,0.0,52.99,0.0,Yes
1942,Time Warner Cable Enterprises LLC,Wisconsin,1192.48026316,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1943,Time Warner Cable Enterprises LLC,Wisconsin,1192.48026316,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1944,Time Warner Cable Enterprises LLC,Wisconsin,2384.96052632,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1945,Time Warner Cable Enterprises LLC,Wisconsin,2384.96052632,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1946,Time Warner Cable Enterprises LLC,Wisconsin,4769.92105263,Cable,30.0,5.0,Unlimited,77.99,0.0,0.0,77.99,0.0,Yes
1947,Time Warner Cable Enterprises LLC,Wisconsin,4769.92105263,Cable,50.0,5.0,Unlimited,107.99,0.0,0.0,107.99,0.0,No
1948,Time Warner Cable Inc.,Kentucky,4702.0,Cable,1.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,No
1949,Time Warner Cable Inc.,Kentucky,6858.0,Cable,1.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,No
1950,Time Warner Cable Inc.,Kentucky,1567.33333333,Cable,2.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1951,Time Warner Cable Inc.,Kentucky,2286.0,Cable,2.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1952,Time Warner Cable Inc.,Kentucky,1567.33333333,Cable,2.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1953,Time Warner Cable Inc.,Kentucky,2286.0,Cable,2.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1954,Time Warner Cable Inc.,Kentucky,1567.33333333,Cable,2.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1955,Time Warner Cable Inc.,Kentucky,2286.0,Cable,2.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1956,Time Warner Cable Inc.,Kentucky,1567.33333333,Cable,3.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1957,Time Warner Cable Inc.,Kentucky,2286.0,Cable,3.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1958,Time Warner Cable Inc.,Kentucky,1567.33333333,Cable,3.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1959,Time Warner Cable Inc.,Kentucky,2286.0,Cable,3.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1960,Time Warner Cable Inc.,Kentucky,1567.33333333,Cable,3.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1961,Time Warner Cable Inc.,Kentucky,2286.0,Cable,3.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
1962,Time Warner Cable Inc.,Kentucky,1175.5,Cable,15.0,1.0,5,43.99,0.0,0.0,43.99,0.0,Yes
1963,Time Warner Cable Inc.,Kentucky,1714.5,Cable,15.0,1.0,5,48.99,0.0,0.0,48.99,0.0,Yes
1964,Time Warner Cable Inc.,Kentucky,1175.5,Cable,15.0,1.0,30,46.99,0.0,0.0,46.99,0.0,Yes
1965,Time Warner Cable Inc.,Kentucky,1714.5,Cable,15.0,1.0,30,51.99,0.0,0.0,51.99,0.0,Yes
1966,Time Warner Cable Inc.,Kentucky,1175.5,Cable,15.0,1.0,Unlimited,51.99,0.0,0.0,51.99,0.0,Yes
1967,Time Warner Cable Inc.,Kentucky,1175.5,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1968,Time Warner Cable Inc.,Kentucky,1714.5,Cable,15.0,1.0,Unlimited,56.99,0.0,0.0,56.99,0.0,Yes
1969,Time Warner Cable Inc.,Kentucky,1714.5,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
1970,Time Warner Cable Inc.,Kentucky,2351.0,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1971,Time Warner Cable Inc.,Kentucky,2351.0,Cable,20.0,2.0,Unlimited,71.99,0.0,0.0,71.99,0.0,Yes
1972,Time Warner Cable Inc.,Kentucky,3429.0,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
1973,Time Warner Cable Inc.,Kentucky,3429.0,Cable,20.0,2.0,Unlimited,76.99,0.0,0.0,76.99,0.0,Yes
1974,Time Warner Cable Inc.,Kentucky,4702.0,Cable,30.0,5.0,Unlimited,101.99,0.0,0.0,101.99,0.0,Yes
1975,Time Warner Cable Inc.,Kentucky,6858.0,Cable,30.0,5.0,Unlimited,106.99,0.0,0.0,106.99,0.0,Yes
1976,Time Warner Cable Inc.,Kentucky,4702.0,Cable,50.0,5.0,Unlimited,101.99,0.0,0.0,101.99,0.0,No
1977,Time Warner Cable Inc.,Kentucky,6858.0,Cable,50.0,5.0,Unlimited,106.99,0.0,0.0,106.99,0.0,No
1978,Time Warner Cable Inc.,Ohio,5005.0,Cable,1.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,No
1979,Time Warner Cable Inc.,Ohio,5554.0,Cable,1.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,No
1980,Time Warner Cable Inc.,Ohio,5620.0,Cable,1.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,No
1981,Time Warner Cable Inc.,Ohio,5801.0,Cable,1.0,1.0,Unlimited,37.99,0.0,0.0,37.99,0.0,No
1982,Time Warner Cable Inc.,Ohio,1668.33333333,Cable,2.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1983,Time Warner Cable Inc.,Ohio,1851.33333333,Cable,2.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1984,Time Warner Cable Inc.,Ohio,1873.33333333,Cable,2.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1985,Time Warner Cable Inc.,Ohio,1933.66666667,Cable,2.0,1.0,5,6.99,0.0,0.0,6.99,0.0,Yes
1986,Time Warner Cable Inc.,Ohio,1668.33333333,Cable,2.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1987,Time Warner Cable Inc.,Ohio,1851.33333333,Cable,2.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1988,Time Warner Cable Inc.,Ohio,1873.33333333,Cable,2.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1989,Time Warner Cable Inc.,Ohio,1933.66666667,Cable,2.0,1.0,30,9.99,0.0,0.0,9.99,0.0,Yes
1990,Time Warner Cable Inc.,Ohio,1668.33333333,Cable,2.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1991,Time Warner Cable Inc.,Ohio,1851.33333333,Cable,2.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1992,Time Warner Cable Inc.,Ohio,1873.33333333,Cable,2.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1993,Time Warner Cable Inc.,Ohio,1933.66666667,Cable,2.0,1.0,Unlimited,14.99,0.0,0.0,14.99,0.0,Yes
1994,Time Warner Cable Inc.,Ohio,1668.33333333,Cable,3.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1995,Time Warner Cable Inc.,Ohio,1851.33333333,Cable,3.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1996,Time Warner Cable Inc.,Ohio,1873.33333333,Cable,3.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1997,Time Warner Cable Inc.,Ohio,1933.66666667,Cable,3.0,1.0,5,39.99,0.0,0.0,39.99,0.0,Yes
1998,Time Warner Cable Inc.,Ohio,1668.33333333,Cable,3.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
1999,Time Warner Cable Inc.,Ohio,1851.33333333,Cable,3.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
2000,Time Warner Cable Inc.,Ohio,1873.33333333,Cable,3.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
2001,Time Warner Cable Inc.,Ohio,1933.66666667,Cable,3.0,1.0,30,42.99,0.0,0.0,42.99,0.0,Yes
2002,Time Warner Cable Inc.,Ohio,1668.33333333,Cable,3.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
2003,Time Warner Cable Inc.,Ohio,1851.33333333,Cable,3.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
2004,Time Warner Cable Inc.,Ohio,1873.33333333,Cable,3.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
2005,Time Warner Cable Inc.,Ohio,1933.66666667,Cable,3.0,1.0,Unlimited,47.99,0.0,0.0,47.99,0.0,Yes
2006,Time Warner Cable Inc.,Ohio,1251.25,Cable,15.0,1.0,5,49.99,0.0,0.0,49.99,0.0,Yes
2007,Time Warner Cable Inc.,Ohio,1388.5,Cable,15.0,1.0,5,49.99,0.0,0.0,49.99,0.0,Yes
2008,Time Warner Cable Inc.,Ohio,1405.0,Cable,15.0,1.0,5,49.99,0.0,0.0,49.99,0.0,Yes
2009,Time Warner Cable Inc.,Ohio,1450.25,Cable,15.0,1.0,5,49.99,0.0,0.0,49.99,0.0,Yes
2010,Time Warner Cable Inc.,Ohio,1251.25,Cable,15.0,1.0,30,52.99,0.0,0.0,52.99,0.0,Yes
2011,Time Warner Cable Inc.,Ohio,1388.5,Cable,15.0,1.0,30,52.99,0.0,0.0,52.99,0.0,Yes
2012,Time Warner Cable Inc.,Ohio,1405.0,Cable,15.0,1.0,30,52.99,0.0,0.0,52.99,0.0,Yes
2013,Time Warner Cable Inc.,Ohio,1450.25,Cable,15.0,1.0,30,52.99,0.0,0.0,52.99,0.0,Yes
2014,Time Warner Cable Inc.,Ohio,1251.25,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
2015,Time Warner Cable Inc.,Ohio,1251.25,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
2016,Time Warner Cable Inc.,Ohio,1388.5,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
2017,Time Warner Cable Inc.,Ohio,1388.5,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
2018,Time Warner Cable Inc.,Ohio,1405.0,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
2019,Time Warner Cable Inc.,Ohio,1405.0,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
2020,Time Warner Cable Inc.,Ohio,1450.25,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
2021,Time Warner Cable Inc.,Ohio,1450.25,Cable,15.0,1.0,Unlimited,57.99,0.0,0.0,57.99,0.0,Yes
2022,Time Warner Cable Inc.,Ohio,2502.5,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
2023,Time Warner Cable Inc.,Ohio,2502.5,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
2024,Time Warner Cable Inc.,Ohio,2777.0,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
2025,Time Warner Cable Inc.,Ohio,2777.0,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
2026,Time Warner Cable Inc.,Ohio,2810.0,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
2027,Time Warner Cable Inc.,Ohio,2810.0,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
2028,Time Warner Cable Inc.,Ohio,2900.5,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
2029,Time Warner Cable Inc.,Ohio,2900.5,Cable,20.0,2.0,Unlimited,67.99,0.0,0.0,67.99,0.0,Yes
2030,Time Warner Cable Inc.,Ohio,5005.0,Cable,30.0,5.0,Unlimited,77.99,0.0,0.0,77.99,0.0,Yes
2031,Time Warner Cable Inc.,Ohio,5554.0,Cable,30.0,5.0,Unlimited,77.99,0.0,0.0,77.99,0.0,Yes
2032,Time Warner Cable Inc.,Ohio,5620.0,Cable,30.0,5.0,Unlimited,77.99,0.0,0.0,77.99,0.0,Yes
2033,Time Warner Cable Inc.,Ohio,5801.0,Cable,30.0,5.0,Unlimited,77.99,0.0,0.0,77.99,0.0,Yes
2034,Time Warner Cable Inc.,Ohio,5005.0,Cable,50.0,5.0,Unlimited,107.99,0.0,0.0,107.99,0.0,No
2035,Time Warner Cable Inc.,Ohio,5554.0,Cable,50.0,5.0,Unlimited,107.99,0.0,0.0,107.99,0.0,No
